Category,phylum,Name,Level,WithinNWA,SEQavailable,BIN,SPsharingBIN,SPmissingSEQ.genus,SPmissingSEQ.family,AphiaID,genus,family,order,class,kingdom,TaxonomicProblems,MorphoIDProblems,Validity
Chordata,Chordata,Nezumia bairdii,Species,Yes,Yes,BOLD:AAB9334,NA,NA,NA,183289,Nezumia,Macrouridae,Gadiformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Notoscopelus kroyeri,Species,Yes,No,NA,NA,NA,NA,272728,Notoscopelus,Myctophidae,Myctophiformes,Actinopterygii,Animalia,0,0,No sequences available
Chordata,Chordata,Oikopleura dioica,Species,Yes,No,NA,NA,NA,NA,103407,Oikopleura,Oikopleuridae,Copelata,Appendicularia,Animalia,0,0,No sequences available
Chordata,Chordata,Oikopleura labradoriensis,Species,Yes,No,NA,NA,NA,NA,103413,Oikopleura,Oikopleuridae,Copelata,Appendicularia,Animalia,0,0,No sequences available
Chordata,Chordata,Oikopleura vanhoeffeni,Species,Yes,No,NA,NA,NA,NA,103417,Oikopleura,Oikopleuridae,Copelata,Appendicularia,Animalia,0,0,No sequences available
Chordata,Chordata,Oncorhynchus mykiss,Species,Yes,Yes,BOLD:AAA1627,NA,NA,NA,127185,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Osmerus mordax,Species,Yes,Yes,BOLD:AAA7992,NA,NA,NA,126737,Osmerus,Osmeridae,Osmeriformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Paraliparis calidus,Species,Yes,Yes,BOLD:AAG5288,NA,NA,"Careproctus longipinnis, Careproctus ranula, Liparis coheni, Liparis bathyarticus",159529,Paraliparis,Liparidae,Scorpaeniformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Paraliparis copei,Species,Yes,Yes,BOLD:ABZ4378,NA,NA,"Careproctus longipinnis, Careproctus ranula, Liparis coheni, Liparis bathyarticus",159530,Paraliparis,Liparidae,Scorpaeniformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Peprilus triacanthus,Species,Yes,Yes,BOLD:AAB4383,NA,NA,NA,159828,Peprilus,Stromateidae,Perciformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Petromyzon marinus,Species,Yes,Yes,BOLD:AAB3742,NA,NA,NA,101174,Petromyzon,Petromyzontidae,Petromyzontiformes,Petromyzonti,Animalia,0,0,Reliable
Chordata,Chordata,Phocoena phocoena,Species,Yes,Yes,BOLD:AAD7212,NA,NA,NA,137117,Phocoena,Phocoenidae,Cetartiodactyla,Mammalia,Animalia,NA,NA,Reliable
Chordata,Chordata,Pholis fasciata,Species,Yes,No,NA,NA,NA,NA,159846,Pholis,Pholidae,Perciformes,Actinopterygii,Animalia,0,0,No sequences available
Chordata,Chordata,Pholis gunnellus,Species,Yes,Yes,BOLD:AAB4286,NA,Pholis fasciata,Pholis fasciata,126996,Pholis,Pholidae,Perciformes,Actinopterygii,Animalia,0,0,Unreliable - gaps
Chordata,Chordata,Phycis chesteri,Species,Yes,Yes,BOLD:AAC0110,NA,NA,NA,158988,Phycis,Phycidae,Gadiformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Pleuronectes putnami,Species,Yes,No,NA,NA,NA,NA,305774,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopterygii,Animalia,0,0,No sequences available
Chordata,Chordata,Pollachius virens,Species,Yes,Yes,BOLD:AAB2980,NA,NA,NA,126441,Pollachius,Gadidae,Gadiformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Polyipnus clarus,Species,Yes,Yes,BOLD:AAB6596,NA,NA,NA,158840,Polyipnus,Sternoptychidae,Stomiiformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Prionace glauca,Species,Yes,Yes,BOLD:AAA7096,NA,NA,NA,105801,Prionace,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Animalia,0,0,Reliable
Chordata,Chordata,Protomyctophum arcticum,Species,Yes,Yes,BOLD:ACR2195,NA,NA,Notoscopelus kroyeri,158917,Protomyctophum,Myctophidae,Myctophiformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Pseudopleuronectes americanus,Species,Yes,Yes,BOLD:AAB4139,NA,NA,Pleuronectes putnami,158885,Pseudopleuronectes,Pleuronectidae,Pleuronectiformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Pungitius pungitius,Species,Yes,Yes,BOLD:AAA8317,NA,NA,NA,126507,Pungitius,Gasterosteidae,Gasterosteiformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Rajella fyllae,Species,Yes,Yes,BOLD:AAA4502,NA,NA,NA,105894,Rajella,Rajidae,Rajiformes,Elasmobranchii,Animalia,0,0,Reliable
Chordata,Chordata,Reinhardtius hippoglossoides,Species,Yes,Yes,BOLD:AAA8263,NA,NA,Pleuronectes putnami,127144,Reinhardtius,Pleuronectidae,Pleuronectiformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Salmo salar,Species,Yes,Yes,BOLD:AAA3435,NA,NA,NA,127186,Salmo,Salmonidae,Salmoniformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Salvelinus alpinus,Species,Yes,Yes,BOLD:ABZ0871,NA,NA,NA,127188,Salvelinus,Salmonidae,Salmoniformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Salvelinus fontinalis,Species,Yes,Yes,BOLD:AAC3575,NA,NA,NA,154241,Salvelinus,Salmonidae,Salmoniformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Scomber scombrus,Species,Yes,Yes,BOLD:AAA5956,NA,NA,NA,127023,Scomber,Scombridae,Perciformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Scomberesox saurus,Species,Yes,Yes,BOLD:AAB8063,NA,NA,NA,126392,Scomberesox,Scomberesocidae,Beloniformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Scophthalmus aquosus,Species,Yes,Yes,BOLD:AAB7070,NA,NA,NA,158907,Scophthalmus,Scophthalmidae,Pleuronectiformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Sebastes fasciatus,Species,Yes,Yes,BOLD:ACE9999,"Sebastes norvegicus, Sebastes mentella",NA,NA,127252,Sebastes,Sebastidae,Scorpaeniformes,Actinopterygii,Animalia,0,0,Unreliable - BIN sharing
Chordata,Chordata,Sebastes mentella,Species,Yes,Yes,BOLD:ACE9999,"Sebastes fasciatus, Sebastes norvegicus",NA,NA,127254,Sebastes,Sebastidae,Scorpaeniformes,Actinopterygii,Animalia,0,0,Unreliable - BIN sharing
Chordata,Chordata,Sebastes norvegicus,Species,Yes,Yes,BOLD:ACE9999,"Sebastes fasciatus, Sebastes mentella",NA,NA,151324,Sebastes,Sebastidae,Scorpaeniformes,Actinopterygii,Animalia,0,0,Unreliable - BIN sharing
Chordata,Chordata,Serrivomer beanii,Species,Yes,Yes,BOLD:AAB5786,NA,NA,NA,126319,Serrivomer,Serrivomeridae,Anguilliformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Somniosus microcephalus,Species,Yes,Yes,BOLD:AAB3482,NA,NA,NA,105919,Somniosus,Somniosidae,Squaliformes,Elasmobranchii,Animalia,0,0,Reliable
Chordata,Chordata,Squalus acanthias,Species,Yes,Yes,BOLD:AAA1547,NA,NA,NA,105923,Squalus,Squalidae,Squaliformes,Elasmobranchii,Animalia,0,0,Reliable
Chordata,Chordata,Stichaeus punctatus,Species,Yes,Yes,BOLD:ACA5465,NA,NA,NA,159819,Stichaeus,Stichaeidae,Perciformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Stomias boa,Species,Yes,Yes,BOLD:AAB1180,NA,NA,NA,127374,Stomias,Stomiidae,Stomiiformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Synaphobranchus kaupii,Species,Yes,Yes,"BOLD:AAA8286, BOLD:AAA8287",NA,NA,NA,126328,Synaphobranchus,Synaphobranchidae,Anguilliformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Syngnathus fuscus,Species,Yes,Yes,BOLD:AAG5036,NA,NA,NA,159451,Syngnathus,Syngnathidae,Syngnathiformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Tautoga onitis,Species,Yes,Yes,BOLD:AAK0353,NA,NA,NA,158830,Tautoga,Labridae,Perciformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Tautogolabrus adspersus,Species,Yes,Yes,BOLD:AAB7088,NA,NA,NA,159785,Tautogolabrus,Labridae,Perciformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Thunnus thynnus,Species,Yes,Yes,BOLD:AAA7352,NA,NA,NA,127029,Thunnus,Scombridae,Perciformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Triglops murrayi,Species,Yes,Yes,BOLD:AAB1020,NA,NA,NA,127205,Triglops,Cottidae,Scorpaeniformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Triglops nybelini,Species,Yes,Yes,BOLD:ABY8309,NA,NA,NA,127206,Triglops,Cottidae,Scorpaeniformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Ulvaria subbifurcata,Species,Yes,Yes,BOLD:AAB8913,NA,NA,NA,159821,Ulvaria,Stichaeidae,Perciformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Urophycis tenuis,Species,Yes,Yes,BOLD:AAB8790,NA,NA,NA,126504,Urophycis,Phycidae,Gadiformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Xenodermichthys copei,Species,Yes,Yes,BOLD:AAB2780,NA,NA,NA,126714,Xenodermichthys,Alepocephalidae,Osmeriformes,Actinopterygii,Animalia,0,0,Reliable
Chordata,Chordata,Zoarces americanus,Species,Yes,Yes,BOLD:AAB3097,NA,NA,Lycodes terraenovae,159267,Zoarces,Zoarcidae,Perciformes,Actinopterygii,Animalia,0,0,Reliable
Invertebrate,Annelida,Alitta virens,Species,Yes,Yes,BOLD:AAA8306,NA,NA,NA,234851,Alitta,Nereididae,Phyllodocida,Polychaeta,Animalia,1,1,Reliable
Invertebrate,Annelida,Amphitrite cirrata,Species,Yes,Yes,BOLD:AAE3282,NA,Amphitrite ornata,"Amphitrite ornata, Artacama canadensis, Lanassa nordenskioldi, Laphania boecki, Leaena ebranchiata, Lysilla loveni, Neoamphitrite grayi, Neoamphitrite groenlandica, Nicolea venustula",131474,Amphitrite,Terebellidae,Terebellida,Polychaeta,Animalia,0,0,Unreliable - gaps
Invertebrate,Annelida,Amphitrite ornata,Species,Yes,No,NA,NA,NA,NA,157166,Amphitrite,Terebellidae,Terebellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Aphelochaeta filiformis,Species,Yes,Yes,"BOLD:ACH1048, BOLD:ACH1047",NA,Aphelochaeta marioni,"Dodecaceria fimbriata, Chaetozone whiteavesi, Aphelochaeta marioni, Tharyx acutus, Kirkegaardia annulosa",129937,Aphelochaeta,Cirratulidae,Terebellida,Polychaeta,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Annelida,Aphelochaeta marioni,Species,Yes,No,NA,NA,NA,NA,129938,Aphelochaeta,Cirratulidae,Terebellida,Polychaeta,Animalia,NA,NA,No sequences available
Invertebrate,Annelida,Arcteobia anticostiensis,Species,Yes,No,NA,NA,NA,NA,157214,Arcteobia,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Artacama canadensis,Species,Yes,No,NA,NA,NA,NA,326649,Artacama,Terebellidae,Terebellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Artacama proboscidea,Species,Yes,Yes,BOLD:AAF6157,NA,Artacama canadensis,"Amphitrite ornata, Artacama canadensis, Lanassa nordenskioldi, Laphania boecki, Leaena ebranchiata, Lysilla loveni, Neoamphitrite grayi, Neoamphitrite groenlandica, Nicolea venustula",131482,Artacama,Terebellidae,Terebellida,Polychaeta,Animalia,0,0,Unreliable - gaps
Invertebrate,Annelida,Austrolaenilla mollis,Species,Yes,No,NA,NA,NA,NA,130725,Austrolaenilla,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Axionice flexuosa,Species,Yes,Yes,BOLD:AAD0905,NA,NA,"Amphitrite ornata, Artacama canadensis, Lanassa nordenskioldi, Laphania boecki, Leaena ebranchiata, Lysilla loveni, Neoamphitrite grayi, Neoamphitrite groenlandica, Nicolea venustula",131483,Axionice,Terebellidae,Terebellida,Polychaeta,Animalia,0,0,Reliable
Invertebrate,Annelida,Brada inhabilis,Species,Yes,No,NA,NA,NA,NA,130097,Brada,Flabelligeridae,Terebellida,Polychaeta,Animalia,NA,NA,No sequences available
Invertebrate,Annelida,Bradabyssa,Genus,Yes,Yes,BOLD:AAW7092,NA,NA,"Brada inhabilis, Saphobranchia hirsuta, Pherusa aspera, Therochaeta flabellata",NA,Bradabyssa,Flabelligeridae,Terebellida,Polychaeta,Animalia,1,1,NA
Invertebrate,Annelida,Bradabyssa villosa,Species,Yes,Yes,"BOLD:ACH1761, BOLD:ABZ8261, BOLD:AAW7084, BOLD:ACM2001",NA,NA,"Brada inhabilis, Saphobranchia hirsuta, Pherusa aspera, Therochaeta flabellata",1355594,Bradabyssa,Flabelligeridae,Terebellida,Polychaeta,Animalia,NA,NA,Reliable
Invertebrate,Annelida,Branchiomma arcticum,Species,Yes,No,NA,NA,NA,NA,558444,Branchiomma,Sabellidae,Sabellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Bylgides elegans,Species,Yes,No,NA,NA,NA,NA,130732,Bylgides,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Bylgides groenlandicus,Species,Yes,Yes,BOLD:AAW7217,NA,Bylgides elegans,"Arcteobia anticostiensis, Austrolaenilla mollis, Bylgides elegans, Enipo gracilis, Eucranta villosa, Eunoe nodosa, Eunoe oerstedi, Eunoe spinulosa, Gattyana amondseni, Gattyana nutti, Harmothoe extenuata, Hartmania moorei, Lepidonotus sublevis, Malmgrenia whiteavesii, Enipo microlepida, Polynoe gracilis",130733,Bylgides,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,Unreliable - gaps
Invertebrate,Annelida,Bylgides sarsi,Species,Yes,Yes,BOLD:AAG5102,NA,Bylgides elegans,"Arcteobia anticostiensis, Austrolaenilla mollis, Bylgides elegans, Enipo gracilis, Eucranta villosa, Eunoe nodosa, Eunoe oerstedi, Eunoe spinulosa, Gattyana amondseni, Gattyana nutti, Harmothoe extenuata, Hartmania moorei, Lepidonotus sublevis, Malmgrenia whiteavesii, Enipo microlepida, Polynoe gracilis",130735,Bylgides,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,Unreliable - gaps
Invertebrate,Annelida,Chaetozone setosa,Species,Yes,Yes,BOLD:AAB5819,NA,Chaetozone whiteavesi,"Dodecaceria fimbriata, Chaetozone whiteavesi, Aphelochaeta marioni, Tharyx acutus, Kirkegaardia annulosa",129955,Chaetozone,Cirratulidae,Terebellida,Polychaeta,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Annelida,Chaetozone whiteavesi,Species,Yes,No,NA,NA,NA,NA,157295,Chaetozone,Cirratulidae,Terebellida,Polychaeta,Animalia,NA,NA,No sequences available
Invertebrate,Annelida,Chone duneri,Species,Yes,No,NA,NA,NA,NA,130888,Chone,Sabellidae,Sabellida,Polychaeta,Animalia,0,1,No sequences available
Invertebrate,Annelida,Chone infundibuliformis,Species,Yes,Yes,BOLD:AAR9626,NA,Chone duneri,"Chone duneri, Myxicola infundibulum, Branchiomma arcticum, Euchone analis, Euchone elegans, Euchone incolor, Euchone lawrencii, Euchone papillosa, Euchone rubrocincta, Jasmineira elegans, Laonome kroyeri, Potamilla neglecta, Potamilla torelli",130891,Chone,Sabellidae,Sabellida,Polychaeta,Animalia,0,0,Unreliable - gaps
Invertebrate,Annelida,Chone mollis,Species,Yes,Yes,BOLD:AAJ0247,NA,Chone duneri,"Chone duneri, Myxicola infundibulum, Branchiomma arcticum, Euchone analis, Euchone elegans, Euchone incolor, Euchone lawrencii, Euchone papillosa, Euchone rubrocincta, Jasmineira elegans, Laonome kroyeri, Potamilla neglecta, Potamilla torelli",254730,Chone,Sabellidae,Sabellida,Polychaeta,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Annelida,Cirratulus cirratus,Species,Yes,Yes,BOLD:AAE9164,NA,NA,"Dodecaceria fimbriata, Chaetozone whiteavesi, Aphelochaeta marioni, Tharyx acutus, Kirkegaardia annulosa",129959,Cirratulus,Cirratulidae,Terebellida,Polychaeta,Animalia,NA,NA,Reliable
Invertebrate,Annelida,Cistenides granulata,Species,Yes,Yes,BOLD:AAI4192,NA,NA,NA,238377,Cistenides,Pectinariidae,Terebellida,Polychaeta,Animalia,1,NA,Reliable
Invertebrate,Annelida,Dodecaceria concharum,Species,Yes,Yes,BOLD:AAX8671,NA,Dodecaceria fimbriata,"Dodecaceria fimbriata, Chaetozone whiteavesi, Aphelochaeta marioni, Tharyx acutus, Kirkegaardia annulosa",129967,Dodecaceria,Cirratulidae,Terebellida,Polychaeta,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Annelida,Dodecaceria fimbriata,Species,Yes,No,NA,NA,NA,NA,129969,Dodecaceria,Cirratulidae,Terebellida,Polychaeta,Animalia,NA,NA,No sequences available
Invertebrate,Annelida,Enipo gracilis,Species,Yes,No,NA,NA,NA,NA,327496,Enipo,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Enipo microlepida,Species,Yes,No,NA,NA,NA,NA,1328400,Enipo,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Enipo torelli,Species,Yes,Yes,BOLD:AAJ0761,NA,"Enipo gracilis, Enipo microlepida","Arcteobia anticostiensis, Austrolaenilla mollis, Bylgides elegans, Enipo gracilis, Eucranta villosa, Eunoe nodosa, Eunoe oerstedi, Eunoe spinulosa, Gattyana amondseni, Gattyana nutti, Harmothoe extenuata, Hartmania moorei, Lepidonotus sublevis, Malmgrenia whiteavesii, Enipo microlepida, Polynoe gracilis",130739,Enipo,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,Unreliable - gaps
Invertebrate,Annelida,Euchone analis,Species,Yes,No,NA,NA,NA,NA,130903,Euchone,Sabellidae,Sabellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Euchone elegans,Species,Yes,No,NA,NA,NA,NA,130905,Euchone,Sabellidae,Sabellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Euchone incolor,Species,Yes,No,NA,NA,NA,NA,155202,Euchone,Sabellidae,Sabellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Euchone lawrencii,Species,Yes,No,NA,NA,NA,NA,157375,Euchone,Sabellidae,Sabellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Euchone papillosa,Species,Yes,No,NA,NA,NA,NA,130906,Euchone,Sabellidae,Sabellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Euchone rubrocincta,Species,Yes,No,NA,NA,NA,NA,130909,Euchone,Sabellidae,Sabellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Eucranta villosa,Species,Yes,No,NA,NA,NA,NA,130740,Eucranta,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Eunoe nodosa,Species,Yes,No,NA,NA,NA,NA,130745,Eunoe,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Eunoe oerstedi,Species,Yes,No,NA,NA,NA,NA,130746,Eunoe,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Eunoe spinulosa,Species,Yes,No,NA,NA,NA,NA,157380,Eunoe,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Flabelligera affinis,Species,Yes,Yes,BOLD:ABA7727,NA,NA,"Brada inhabilis, Saphobranchia hirsuta, Pherusa aspera, Therochaeta flabellata",130103,Flabelligera,Flabelligeridae,Terebellida,Polychaeta,Animalia,NA,NA,Reliable
Invertebrate,Annelida,Gattyana amondseni,Species,Yes,No,NA,NA,NA,NA,130748,Gattyana,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Gattyana cirrhosa,Species,Yes,Yes,"BOLD:AAC0429, BOLD:AAG5103",NA,"Gattyana amondseni, Gattyana nutti","Arcteobia anticostiensis, Austrolaenilla mollis, Bylgides elegans, Enipo gracilis, Eucranta villosa, Eunoe nodosa, Eunoe oerstedi, Eunoe spinulosa, Gattyana amondseni, Gattyana nutti, Harmothoe extenuata, Hartmania moorei, Lepidonotus sublevis, Malmgrenia whiteavesii, Enipo microlepida, Polynoe gracilis",130749,Gattyana,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,Unreliable - gaps
Invertebrate,Annelida,Gattyana nutti,Species,Yes,No,NA,NA,NA,NA,157386,Gattyana,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Harmothoe extenuata,Species,Yes,No,NA,NA,NA,NA,130762,Harmothoe,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Harmothoe fragilis,Species,Yes,Yes,BOLD:AAY2068,NA,Harmothoe extenuata,"Arcteobia anticostiensis, Austrolaenilla mollis, Bylgides elegans, Enipo gracilis, Eucranta villosa, Eunoe nodosa, Eunoe oerstedi, Eunoe spinulosa, Gattyana amondseni, Gattyana nutti, Harmothoe extenuata, Hartmania moorei, Lepidonotus sublevis, Malmgrenia whiteavesii, Enipo microlepida, Polynoe gracilis",130763,Harmothoe,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,Unreliable - gaps
Invertebrate,Annelida,Harmothoe imbricata,Species,Yes,Yes,"BOLD:ABZ7769, BOLD:AAB1625, BOLD:AAA9124",NA,Harmothoe extenuata,"Arcteobia anticostiensis, Austrolaenilla mollis, Bylgides elegans, Enipo gracilis, Eucranta villosa, Eunoe nodosa, Eunoe oerstedi, Eunoe spinulosa, Gattyana amondseni, Gattyana nutti, Harmothoe extenuata, Hartmania moorei, Lepidonotus sublevis, Malmgrenia whiteavesii, Enipo microlepida, Polynoe gracilis",130769,Harmothoe,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,Unreliable - gaps
Invertebrate,Annelida,Hartmania moorei,Species,Yes,No,NA,NA,NA,NA,157436,Hartmania,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Jasmineira elegans,Species,Yes,No,NA,NA,NA,NA,130921,Jasmineira,Sabellidae,Sabellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Kirkegaardia annulosa,Species,Yes,No,NA,NA,NA,NA,884697,Kirkegaardia,Cirratulidae,Terebellida,Polychaeta,Animalia,NA,NA,No sequences available
Invertebrate,Annelida,Lanassa nordenskioldi,Species,Yes,No,NA,NA,NA,NA,131493,Lanassa,Terebellidae,Terebellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Lanassa venusta,Species,Yes,Yes,BOLD:AAG2971,NA,Lanassa nordenskioldi,"Amphitrite ornata, Artacama canadensis, Lanassa nordenskioldi, Laphania boecki, Leaena ebranchiata, Lysilla loveni, Neoamphitrite grayi, Neoamphitrite groenlandica, Nicolea venustula",131494,Lanassa,Terebellidae,Terebellida,Polychaeta,Animalia,0,0,Unreliable - gaps
Invertebrate,Annelida,Laonice cirrata,Species,Yes,Yes,"BOLD:AAD5360, BOLD:AAU3353, BOLD:AAW9888",NA,NA,Prionospio cirrifera,131128,Laonice,Spionidae,Spionida,Polychaeta,Animalia,NA,NA,Reliable
Invertebrate,Annelida,Laonome kroyeri,Species,Yes,No,NA,NA,NA,NA,254745,Laonome,Sabellidae,Sabellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Laphania boecki,Species,Yes,No,NA,NA,NA,NA,131496,Laphania,Terebellidae,Terebellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Leaena ebranchiata,Species,Yes,No,NA,NA,NA,NA,154965,Leaena,Terebellidae,Terebellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Leitoscoloplos acutus,Species,Yes,Yes,BOLD:AAC3630,NA,NA,Scoloplos robustus,607421,Leitoscoloplos,Orbiniidae,NA,Polychaeta,Animalia,NA,NA,Reliable
Invertebrate,Annelida,Lepidonotus squamatus,Species,Yes,Yes,BOLD:AAB5090,NA,Lepidonotus sublevis,"Arcteobia anticostiensis, Austrolaenilla mollis, Bylgides elegans, Enipo gracilis, Eucranta villosa, Eunoe nodosa, Eunoe oerstedi, Eunoe spinulosa, Gattyana amondseni, Gattyana nutti, Harmothoe extenuata, Hartmania moorei, Lepidonotus sublevis, Malmgrenia whiteavesii, Enipo microlepida, Polynoe gracilis",130801,Lepidonotus,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,Unreliable - gaps
Invertebrate,Annelida,Lepidonotus sublevis,Species,Yes,No,NA,NA,NA,NA,157450,Lepidonotus,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Limnodrilus cervix,Species,Yes,No,NA,NA,NA,NA,157591,Limnodrilus,Naididae,Haplotaxida,Clitellata,Animalia,NA,NA,No sequences available
Invertebrate,Annelida,Limnodrilus hoffmeisteri,Species,Yes,Yes,"BOLD:ACB6505, BOLD:AAA6803, BOLD:ADX1968, BOLD:ACM1418",NA,Limnodrilus cervix,"Limnodrilus cervix, Tubificoides bruneli",137556,Limnodrilus,Naididae,Haplotaxida,Clitellata,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Annelida,Limnodrilus udekemianus,Species,Yes,Yes,BOLD:ADR2107,NA,Limnodrilus cervix,"Limnodrilus cervix, Tubificoides bruneli",157593,Limnodrilus,Naididae,Haplotaxida,Clitellata,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Annelida,Lysilla loveni,Species,Yes,No,NA,NA,NA,NA,131500,Lysilla,Terebellidae,Terebellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Malmgrenia whiteavesii,Species,Yes,No,NA,NA,NA,NA,329196,Malmgrenia,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Myxicola infundibulum,Species,Yes,No,NA,NA,NA,NA,130932,Myxicola,Sabellidae,Sabellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Nais elinguis,Species,Yes,Yes,BOLD:ACB6858,NA,NA,"Limnodrilus cervix, Tubificoides bruneli",137481,Nais,Naididae,Haplotaxida,Clitellata,Animalia,NA,NA,Reliable
Invertebrate,Annelida,Neoamphitrite grayi,Species,Yes,No,NA,NA,NA,NA,131505,Neoamphitrite,Terebellidae,Terebellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Neoamphitrite groenlandica,Species,Yes,No,NA,NA,NA,NA,131506,Neoamphitrite,Terebellidae,Terebellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Nicolea venustula,Species,Yes,No,NA,NA,NA,NA,131507,Nicolea,Terebellidae,Terebellida,Polychaeta,Animalia,0,0,No sequences available
